Address,Price,Links,Dates,Details
"4149 W 111th Circle, Westminster, CO 80031","$424,950 ",https://www.zillow.com/homedetails/4149-W-111th-Cir-Westminster-CO-80031/12965164_zpid/,1 day on Zillow From 2023-08-22,"2 bds3 ba2,298 sqft"
,,,,
"7921 Appleblossom Lane, Westminster, CO 80030","$585,000 ",https://www.zillow.com/homedetails/7921-Appleblossom-Ln-Westminster-CO-80030/12996498_zpid/,3D Tour From 2023-08-22,"4 bds2 ba2,000 sqft"
"860 W 132nd Avenue Lot 235, Westminster, CO 80234","$164,995 ",https://www.zillow.com/homedetails/860-W-132nd-Ave-LOT-235-Westminster-CO-80234/58637938_zpid/,8 days on Zillow From 2023-08-22,"3 bds2 ba1,792 sqft"
"9576 W 104th Drive, Westminster, CO 80021","$482,000 ",https://www.zillow.com/homedetails/9576-W-104th-Dr-Westminster-CO-80021/13684989_zpid/,4 days on Zillow From 2023-08-22,"3 bds2 ba1,233 sqft"
"2974 W 119th Avenue, Westminster, CO 80234","$335,000 ",https://www.zillow.com/homedetails/2974-W-119th-Ave-Westminster-CO-80234/12963977_zpid/,6 days on Zillow From 2023-08-22,2 bds2 ba924 sqft
"9227 Vrain Court, Westminster, CO 80031","$650,000 ",https://www.zillow.com/homedetails/9227-Vrain-Ct-Westminster-CO-80031/12980040_zpid/,6 hours ago From 2023-08-22,"3 bds2 ba3,232 sqft"
"11521 W 107th Place, Westminster, CO 80021","$531,000 ",https://www.zillow.com/homedetails/11521-W-107th-Pl-Westminster-CO-80021/13680854_zpid/,3D Tour From 2023-08-22,"3 bds2 ba1,395 sqft"
"11358 W 103rd Dr, Westminster, CO 80021","$472,500 ",https://www.zillow.com/homedetails/11358-W-103rd-Dr-Westminster-CO-80021/13687173_zpid/,"Price cut: $7,000 (Aug 22) From 2023-08-22","3 bds2 ba1,238 sqft"
"8920 Rutgers Street, Westminster, CO 80031","$525,000 ",https://www.zillow.com/homedetails/8920-Rutgers-St-Westminster-CO-80031/58651349_zpid/,5 days on Zillow From 2023-08-22,"3 bds2 ba2,480 sqft"
"10221 Benton Street, Westminster, CO 80020","$540,000 ",https://www.zillow.com/homedetails/10221-Benton-St-Westminster-CO-80020/13683809_zpid/,3D Tour From 2023-08-22,"3 bds2 ba1,844 sqft"
"4040 W 103rd Court, Westminster, CO 80031","$794,800 ",https://www.zillow.com/homedetails/4040-W-103rd-Ct-Westminster-CO-80031/12978274_zpid/,3D Tour From 2023-08-22,"4 bds3 ba3,535 sqft"
"7263 Meade Street Unit C, Westminster, CO 80030","$379,000 ",https://www.zillow.com/homedetails/7263-Meade-St-UNIT-C-Westminster-CO-80030/68572963_zpid/,"Price cut: $6,000 (Aug 8) From 2023-08-22","3 bds3 ba1,400 sqft"
"6411 W 110th Place W, Westminster, CO 80020","$530,000 ",https://www.zillow.com/homedetails/6411-W-110th-Pl-Westminster-CO-80020/13683495_zpid/,"Price cut: $30,000 (Jul 5) From 2023-08-22","4 bds2 ba2,064 sqft"
"11438 Eaton Street, Westminster, CO 80020","$625,000 ",https://www.zillow.com/homedetails/11438-Eaton-St-Westminster-CO-80020/13680466_zpid/,25 days on Zillow From 2023-08-22,"4 bds4 ba2,222 sqft"
"9422 W 104th Way, Westminster, CO 80021","$575,000 ",https://www.zillow.com/homedetails/9422-W-104th-Way-Westminster-CO-80021/13684811_zpid/,19 days on Zillow From 2023-08-22,"3 bds3 ba2,715 sqft"
"9860 Upham Court, Westminster, CO 80021","$894,950 ",https://www.zillow.com/homedetails/9860-Upham-Ct-Westminster-CO-80021/13684460_zpid/,"Price cut: $20,000 (Aug 10) From 2023-08-22","4 bds3 ba3,911 sqft"
"11484 Knox Court, Westminster, CO 80031","$595,000 ",https://www.zillow.com/homedetails/11484-Knox-Ct-Westminster-CO-80031/12964258_zpid/,3D Tour From 2023-08-22,"3 bds3 ba2,352 sqft"
"10983 Meade Way, Westminster, CO 80031","$1,525,000 ",https://www.zillow.com/homedetails/10983-Meade-Way-Westminster-CO-80031/12965234_zpid/,"Price cut: $25,000 (Aug 11) From 2023-08-22","6 bds6 ba7,938 sqft"
"860 W 132nd Avenue Unit 85, Westminster, CO 80234","$100,000 ",https://www.zillow.com/homedetails/860-W-132nd-Ave-LOT-85-Westminster-CO-80234/121151106_zpid/,3D Tour From 2023-08-22,"3 bds2 ba1,456 sqft"
"8450 Decatur Street Unit 114, Westminster, CO 80031","$290,000 ",https://www.zillow.com/homedetails/8450-Decatur-St-APT-114-Westminster-CO-80031/12991900_zpid/,38 days on Zillow From 2023-08-22,"3 bds2 ba1,167 sqft"
"8444 W 106th Avenue, Westminster, CO 80021","$1,575,000 ",https://www.zillow.com/homedetails/8444-W-106th-Ave-Westminster-CO-80021/13682436_zpid/,3D Tour From 2023-08-22,"5 bds6 ba4,889 sqft"
"9752 Quay Loop, Westminster, CO 80021","$710,000 ",https://www.zillow.com/homedetails/9752-Quay-Loop-Westminster-CO-80021/13684608_zpid/,3D Tour From 2023-08-22,"3 bds4 ba2,302 sqft"
"12161 Melody Drive Unit 102, Westminster, CO 80234","$230,000 ",https://www.zillow.com/homedetails/12161-Melody-Dr-APT-102-Westminster-CO-80234/12956915_zpid/,7 days on Zillow From 2023-08-22,"2 bds2 ba1,001 sqft"
"4853 W 69th Ave, Westminster, CO 80030","$894,900 ",https://www.zillow.com/homedetails/4853-W-69th-Ave-Westminster-CO-80030/13024626_zpid/,Open: Fri. 4-6pm From 2023-08-22,"4 bds3 ba2,142 sqft"
"11835 Chase Court, Westminster, CO 80020","$600,000 ",https://www.zillow.com/homedetails/11835-Chase-Ct-Westminster-CO-80020/13679161_zpid/,9 days on Zillow From 2023-08-22,"4 bds3 ba2,424 sqft"
"9121 Garrison Street, Westminster, CO 80021","$698,000 ",https://www.zillow.com/homedetails/9121-Garrison-St-Westminster-CO-80021/13688221_zpid/,"Price cut: $31,900 (Aug 20) From 2023-08-22","5 bds3 ba2,701 sqft"
"7980 Barber Drive, Westminster, CO 80021","$1,250,000 ",https://www.zillow.com/homedetails/7980-Barber-Dr-Westminster-CO-80021/13684234_zpid/,6 days on Zillow From 2023-08-22,"4 bds4 ba3,032 sqft"
"8930 Yates Drive, Westminster, CO 80031","$600,000 ",https://www.zillow.com/homedetails/8930-Yates-Dr-Westminster-CO-80031/245123366_zpid/,Open: Sun. 10am-12pm From 2023-08-24,"2 bds3 ba2,099 sqft"
"8881 Judson Street, Westminster, CO 80031","$400,000 ",https://www.zillow.com/homedetails/8881-Judson-St-Westminster-CO-80031/12981814_zpid/,13 days on Zillow From 2023-08-24,3 bds1 ba920 sqft
"8995 Field Street Unit 12, Westminster, CO 80021","$349,900 ",https://www.zillow.com/homedetails/8995-Field-St-UNIT-12-Westminster-CO-80021/13688953_zpid/,13 days on Zillow From 2023-08-24,"2 bds3 ba1,340 sqft"
"8821 Meade Street, Westminster, CO 80031","$660,000 ",https://www.zillow.com/homedetails/8821-Meade-St-Westminster-CO-80031/334260248_zpid/,13 days on Zillow From 2023-08-24,"2 bds4 ba2,208 sqft"
"7740 W 87th Drive Unit C, Arvada, CO 80005","$334,000 ",https://www.zillow.com/homedetails/7740-W-87th-Dr-APT-C-Arvada-CO-80005/13693644_zpid/,"Price cut: $6,000 (Aug 17) From 2023-08-24",2 bds1 ba936 sqft
"10221 Benton Street, Westminster, CO 80020","$540,000 ",https://www.zillow.com/homedetails/10221-Benton-St-Westminster-CO-80020/13683809_zpid/,3D Tour From 2023-08-24,"3 bds2 ba1,844 sqft"
"11530 Hooker Street, Westminster, CO 80031","$563,000 ",https://www.zillow.com/homedetails/11530-Hooker-St-Westminster-CO-80031/12964301_zpid/,Open: Thu. 8am-7:30pm From 2023-08-24,"3 bds2 ba1,796 sqft"
"2915 W 81st Avenue Unit D, Westminster, CO 80031","$365,000 ",https://www.zillow.com/homedetails/2915-W-81st-Ave-APT-D-Westminster-CO-80031/12992333_zpid/,"Price cut: $10,000 (Aug 19) From 2023-08-24","3 bds2 ba1,656 sqft"
"2941 W 119th Avenue Unit 203, Westminster, CO 80234","$435,000 ",https://www.zillow.com/homedetails/2941-W-119th-Ave-UNIT-203-Westminster-CO-80234/61466319_zpid/,14 days on Zillow From 2023-08-24,"2 bds2 ba1,317 sqft"
"7301 Eliot Street, Westminster, CO 80030","$549,900 ",https://www.zillow.com/homedetails/7301-Eliot-St-Westminster-CO-80030/12997211_zpid/,3D Tour From 2023-08-24,"5 bds2 ba1,872 sqft"
"3951 W 78th Way, Westminster, CO 80030","$559,000 ",https://www.zillow.com/homedetails/3951-W-78th-Way-Westminster-CO-80030/12994321_zpid/,15 days on Zillow From 2023-08-24,"4 bds2 ba2,160 sqft"
"9950 Grove St UNIT E, Westminster, CO 80031","$429,000 ",https://www.zillow.com/homedetails/9950-Grove-St-UNIT-E-Westminster-CO-80031/2056085079_zpid/,16 days on Zillow From 2023-08-24,"2 bds3 ba2,018 sqft"
"9121 Garrison Street, Westminster, CO 80021","$698,000 ",https://www.zillow.com/homedetails/9121-Garrison-St-Westminster-CO-80021/13688221_zpid/,Open: Sat. 1-3pm From 2023-08-24,"5 bds3 ba2,701 sqft"
"860 W 132nd Avenue Unit 85, Westminster, CO 80234","$100,000 ",https://www.zillow.com/homedetails/860-W-132nd-Ave-LOT-85-Westminster-CO-80234/121151106_zpid/,3D Tour From 2023-08-24,"3 bds2 ba1,456 sqft"
"4620 W 108th Pl, Westminster, CO 80031","$650,000 ",https://www.zillow.com/homedetails/4620-W-108th-Pl-Westminster-CO-80031/12965351_zpid/,Open: Sat. 11am-1pm From 2023-08-24,"4 bds4 ba3,276 sqft"
"1210 W 144th Court, Westminster, CO 80023","$203,000 ",https://www.zillow.com/homedetails/1210-W-144th-Ave-Westminster-CO-80023/334260188_zpid/,19 days on Zillow From 2023-08-24,0.26 acres lot
"14560 Navajo Court Lot 30, Broomfield, CO 80023","$266,000 ",https://www.zillow.com/homedetails/14560-Navajo-St-30-Broomfield-CO-80023/2056120111_zpid/,19 days on Zillow From 2023-08-24,0.26 acres lot
"1215 W 145th Way Lot 14, Westminster, CO 80023","$261,000 ",https://www.zillow.com/homedetails/1215-W-145th-Pl-14-Broomfield-CO-80023/2056120203_zpid/,19 days on Zillow From 2023-08-24,"10,488 sqft lot"
"10861 Utica Street, Westminster, CO 80031","$649,900 ",https://www.zillow.com/homedetails/10861-Utica-St-Westminster-CO-80031/12965360_zpid/,3D Tour From 2023-08-24,"4 bds4 ba2,094 sqft"
"7491 Newton Street, Westminster, CO 80030","$549,900 ",https://www.zillow.com/homedetails/7491-Newton-St-Westminster-CO-80030/12995715_zpid/,20 days on Zillow From 2023-08-24,"5 bds2 ba2,668 sqft"
"12111 Bannock Street Unit D, Westminster, CO 80234","$356,000 ",https://www.zillow.com/homedetails/12111-Bannock-St-APT-D-Westminster-CO-80234/12957060_zpid/,Open: Thu. 8am-7:30pm From 2023-08-24,"3 bds3 ba1,334 sqft"
"3331 W 114th Circle Unit D, Westminster, CO 80031","$585,000 ",https://www.zillow.com/homedetails/3331-W-114th-Ave-D-Westminster-CO-80031/61506803_zpid/,"Price cut: $25,000 (Aug 11) From 2023-08-24","3 bds3 ba3,048 sqft"
"12130 Huron Street Unit 202, Westminster, CO 80234","$235,000 ",https://www.zillow.com/homedetails/12130-Huron-St-APT-202-Westminster-CO-80234/12956942_zpid/,"Price cut: $10,000 (Aug 17) From 2023-08-24",2 bds1 ba900 sqft
"10758 Alcott Way, Westminster, CO 80234","$815,000 ",https://www.zillow.com/homedetails/10758-Alcott-Way-Westminster-CO-80234/12966877_zpid/,20 days on Zillow From 2023-08-24,"4 bds3 ba2,888 sqft"
"9161 Grove Street, Westminster, CO 80031","$485,000 ",https://www.zillow.com/homedetails/9161-Grove-St-Westminster-CO-80031/12981657_zpid/,20 days on Zillow From 2023-08-24,3 bds1 ba920 sqft
"6721 W 116th Ave, Westminster, CO 80020","$500,000 ",https://www.zillow.com/homedetails/6721-W-116th-Ave-Westminster-CO-80020/13679665_zpid/,21 days on Zillow From 2023-08-24,"3 bds2 ba1,862 sqft"
"11358 W 103rd Dr, Westminster, CO 80021","$472,500 ",https://www.zillow.com/homedetails/11358-W-103rd-Dr-Westminster-CO-80021/13687173_zpid/,Open: Sat. 1-4pm From 2023-08-24,"3 bds2 ba1,238 sqft"
"9380 Green Court, Westminster, CO 80031","$439,000 ",https://www.zillow.com/homedetails/9380-Green-Ct-Westminster-CO-80031/12981434_zpid/,"Price cut: $10,000 (Aug 11) From 2023-08-24","3 bds1 ba1,074 sqft"
"9422 W 104th Way, Westminster, CO 80021","$549,999 ",https://www.zillow.com/homedetails/9422-W-104th-Way-Westminster-CO-80021/13684811_zpid/,"Price cut: $25,001 (Aug 24) From 2023-08-24","3 bds3 ba2,715 sqft"
"11928 Clay Court, Westminster, CO 80234","$650,000 ",https://www.zillow.com/homedetails/11928-Clay-Ct-Westminster-CO-80234/12964040_zpid/,"Price cut: $5,000 (Aug 16) From 2023-08-24","4 bds3 ba3,057 sqft"
"10440 Holland St, Westminster, CO 80021","$625,000 ",https://www.zillow.com/homedetails/10440-Holland-St-Westminster-CO-80021/13682362_zpid/,22 days on Zillow From 2023-08-24,"3 bds3 ba2,210 sqft"
"9162 W 90th Place, Westminster, CO 80021","$600,000 ",https://www.zillow.com/homedetails/9162-W-90th-Pl-Westminster-CO-80021/13688604_zpid/,3D Tour From 2023-08-24,"5 bds3 ba1,968 sqft"
"1202 W 132nd Place, Westminster, CO 80234","$649,500 ",https://www.zillow.com/homedetails/1202-W-132nd-Pl-Westminster-CO-80234/12955801_zpid/,"Price cut: $5,500 (Aug 21) From 2023-08-24","5 bds4 ba2,779 sqft"
"11231 W 106th Place, Westminster, CO 80021","$510,000 ",https://www.zillow.com/homedetails/11231-W-106th-Pl-Westminster-CO-80021/13681014_zpid/,"Price cut: $15,000 (Aug 8) From 2023-08-24","3 bds2 ba1,963 sqft"
"11320 Fenton Street, Westminster, CO 80020","$699,000 ",https://www.zillow.com/homedetails/11320-Fenton-St-Westminster-CO-80020/13680600_zpid/,25 days on Zillow From 2023-08-24,"3 bds3 ba3,403 sqft"
"7880 W 87th Drive Unit I, Arvada, CO 80005","$339,900 ",https://www.zillow.com/homedetails/7880-W-87th-Dr-APT-I-Arvada-CO-80005/13693872_zpid/,25 days on Zillow From 2023-08-24,"2 bds2 ba1,011 sqft"
"1404 W 135th Avenue, Westminster, CO 80234","$543,499 ",https://www.zillow.com/homedetails/1404-W-135th-Ave-Westminster-CO-80234/12955402_zpid/,3D Tour From 2023-08-24,"3 bds2 ba1,296 sqft"
"9787 Jellison Street, Westminster, CO 80234","$675,000 ",https://www.zillow.com/homedetails/9787-Jellison-St-Westminster-CO-80021/13685431_zpid/,Video Walkthrough From 2023-08-24,"4 bds4 ba2,304 sqft"
"11715 Fenton Street, Westminster, CO 80020","$659,900 ",https://www.zillow.com/homedetails/11715-Fenton-St-Westminster-CO-80020/13679373_zpid/,"Price cut: $10,100 (Aug 11) From 2023-08-24","4 bds4 ba2,825 sqft"
"11438 Eaton Street, Westminster, CO 80020","$625,000 ",https://www.zillow.com/homedetails/11438-Eaton-St-Westminster-CO-80020/13680466_zpid/,27 days on Zillow From 2023-08-24,"4 bds4 ba2,222 sqft"
"7281 Ingalls Court, Arvada, CO 80003","$669,000 ",https://www.zillow.com/homedetails/7281-Ingalls-Ct-Arvada-CO-80003/13705037_zpid/,27 days on Zillow From 2023-08-24,"4 bds3 ba2,938 sqft"
"1406 Lexington Avenue, Westminster, CO 80023","$1,150,000 ",https://www.zillow.com/homedetails/1406-Lexington-Ave-Westminster-CO-80023/12951166_zpid/,114 days on Zillow From 2023-08-24,"3 bds3 ba5,444 sqft"
"7263 Meade Street Unit C, Westminster, CO 80030","$379,000 ",https://www.zillow.com/homedetails/7263-Meade-St-UNIT-C-Westminster-CO-80030/68572963_zpid/,"Price cut: $6,000 (Aug 8) From 2023-08-24","3 bds3 ba1,400 sqft"
"14472 Inca Court, Westminster, CO 80023","$745,000 ",https://www.zillow.com/homedetails/14472-Inca-Ct-Westminster-CO-80023/12951034_zpid/,"Price cut: $4,900 (Aug 4) From 2023-08-24","3 bds3 ba3,182 sqft"
"0 Stuart Street Lot 5, Westminster, CO 80030","$429,900 ",https://www.zillow.com/homedetails/0-Stuart-St-5-Westminster-CO-80030/2067013452_zpid/,149 days on Zillow From 2023-08-24,1.92 acres lot
"14046 Lexington Cir, Westminster, CO 80023","$2,369,000 ",https://www.zillow.com/homedetails/14046-Lexington-Cir-Westminster-CO-80023/12951198_zpid/,171 days on Zillow From 2023-08-24,"6 bds9 ba8,476 sqft"
"8820 Yates Drive, Westminster, CO 80031","$689,900 ",https://www.zillow.com/homedetails/8820-Yates-Dr-Westminster-CO-80031/245121154_zpid/,"Price cut: $5,000 (Jul 23) From 2023-08-24","4 bds5 ba3,087 sqft"
"8405 N Zuni Street, Westminster, CO 80031","$1,200,000 ",https://www.zillow.com/homedetails/8405-N-Zuni-St-Westminster-CO-80031/2056137913_zpid/,195 days on Zillow From 2023-08-24,1.08 acres lot
"3400 Mowry Place, Westminster, CO 80031","$522,000 ",https://www.zillow.com/homedetails/3400-Mowry-Pl-Westminster-CO-80031/12981316_zpid/,Video Walkthrough From 2023-08-24,"4 bds3 ba2,214 sqft"
"10983 Meade Way, Westminster, CO 80031","$1,525,000 ",https://www.zillow.com/homedetails/10983-Meade-Way-Westminster-CO-80031/12965234_zpid/,"Price cut: $25,000 (Aug 11) From 2023-08-24","6 bds6 ba7,938 sqft"
"0 Wolff Ct, Westminster, CO 80030","$299,000 ",https://www.zillow.com/homedetails/0-Wolff-Ct-Westminster-CO-80030/2062336302_zpid/,"Price cut: $60,000 (Aug 14) From 2023-08-24",0.86 acres lot
"1200 W 144th Court, Westminster, CO 80023","$335,000 ",https://www.zillow.com/homedetails/1200-W-144th-Ave-Westminster-CO-80023/334260189_zpid/,412 days on Zillow From 2023-08-24,0.28 acres lot
"10792 Zuni Drive, Westminster, CO 80234","$669,000 ",https://www.zillow.com/homedetails/10792-Zuni-Dr-Westminster-CO-80234/12966904_zpid/,"Price cut: $10,000 (Jul 23) From 2023-08-24","3 bds3 ba3,172 sqft"
"2522 Country Club Court, Westminster, CO 80234","$1,550,000 ",https://www.zillow.com/homedetails/2522-Country-Club-Ct-Westminster-CO-80234/12964012_zpid/,3D Tour From 2023-08-24,"5 bds4 ba6,102 sqft"
"6567 W 96th Drive, Westminster, CO 80021","$759,000 ",https://www.zillow.com/homedetails/6567-W-96th-Dr-Westminster-CO-80021/13684023_zpid/,"Price cut: $18,000 (Aug 19) From 2023-08-24","3 bds3 ba2,810 sqft"
"3248 W 111th Place, Westminster, CO 80031","$1,050,000 ",https://www.zillow.com/homedetails/3248-W-111th-Pl-Westminster-CO-80031/12965629_zpid/,"Price cut: $50,000 (Aug 17) From 2023-08-24","5 bds4 ba4,054 sqft"
"8444 W 106th Avenue, Westminster, CO 80021","$1,575,000 ",https://www.zillow.com/homedetails/8444-W-106th-Ave-Westminster-CO-80021/13682436_zpid/,3D Tour From 2023-08-24,"5 bds6 ba4,889 sqft"
"1147 W 126th Court, Westminster, CO 80234","$995,000 ",https://www.zillow.com/homedetails/1147-W-126th-Ct-Westminster-CO-80234/12956764_zpid/,"Price cut: $55,000 (Jul 20) From 2023-08-24","6 bds5 ba4,728 sqft"
"9240 Grove Street, Westminster, CO 80031","$499,900 ",https://www.zillow.com/homedetails/9240-Grove-St-Westminster-CO-80031/12981454_zpid/,3D Tour From 2023-08-24,"5 bds2 ba1,998 sqft"
"5575 W 96th Place, Westminster, CO 80020","$795,000 ",https://www.zillow.com/homedetails/5575-W-96th-Pl-Westminster-CO-80020/108388542_zpid/,"Price cut: $15,000 (Aug 11) From 2023-08-24","5 bds5 ba4,220 sqft"
"11622 Quivas Cir, Westminster, CO 80234","$1,200,000 ",https://www.zillow.com/homedetails/11622-Quivas-Cir-Westminster-CO-80234/12963240_zpid/,"Price cut: $50,000 (Jul 24) From 2023-08-24","4 bds3 ba3,992 sqft"
"7182 Wolff Street, Westminster, CO 80030","$561,500 ",https://www.zillow.com/homedetails/7182-Wolff-St-Westminster-CO-80030/13024351_zpid/,"Price cut: $7,500 (Aug 4) From 2023-08-24","6 bds2 ba2,520 sqft"
"9916 Garland Drive, Westminster, CO 80021","$565,000 ",https://www.zillow.com/homedetails/9916-Garland-Dr-Westminster-CO-80021/13685276_zpid/,3D Tour From 2023-08-24,"3 bds3 ba2,139 sqft"
"12121 Bannock Street Unit A, Westminster, CO 80234","$329,000 ",https://www.zillow.com/homedetails/12121-Bannock-St-APT-A-Westminster-CO-80234/12957366_zpid/,"Price cut: $10,000 (Aug 4) From 2023-08-24","2 bds2 ba1,068 sqft"
"10891 Utica St, Westminster, CO 80031","$647,000 ",https://www.zillow.com/homedetails/10891-Utica-St-Westminster-CO-80031/12965357_zpid/,3D Tour From 2023-08-24,"4 bds4 ba2,473 sqft"
"6411 W 110th Place W, Westminster, CO 80020","$530,000 ",https://www.zillow.com/homedetails/6411-W-110th-Pl-Westminster-CO-80020/13683495_zpid/,"Price cut: $30,000 (Jul 5) From 2023-08-24","4 bds2 ba2,064 sqft"
"7179 W 92nd Place, Westminster, CO 80021","$1,287,000 ",https://www.zillow.com/homedetails/7179-W-92nd-Pl-Westminster-CO-80021/51407138_zpid/,"Price cut: $1,000 (Aug 10) From 2023-08-24","6 bds5 ba5,480 sqft"
"7780 W 87th Drive Unit F, Arvada, CO 80005","$299,990 ",https://www.zillow.com/homedetails/7780-W-87th-Dr-APT-F-Arvada-CO-80005/13693663_zpid/,"Price cut: $25,010 (Aug 10) From 2023-08-24",2 bds1 ba936 sqft
"10192 Green Court Unit B, Westminster, CO 80031","$469,500 ",https://www.zillow.com/homedetails/10192-Green-Ct-UNIT-B-Westminster-CO-80031/12977437_zpid/,"Price cut: $10,000 (Aug 24) From 2023-08-24","2 bds3 ba2,365 sqft"
"1966 W 131st Lane, Westminster, CO 80234","$759,900 ",https://www.zillow.com/homedetails/1966-W-131st-Ln-Westminster-CO-80234/61506614_zpid/,3D Tour From 2023-08-24,"5 bds3 ba3,322 sqft"
"2969 W 119th Avenue Unit 202, Westminster, CO 80234","$439,999 ",https://www.zillow.com/homedetails/2969-W-119th-Ave-UNIT-202-Westminster-CO-80234/63241581_zpid/,68 days on Zillow From 2023-08-24,"2 bds2 ba1,317 sqft"
"6000 W 112th Place, Westminster, CO 80020","$665,000 ",https://www.zillow.com/homedetails/6000-W-112th-Pl-Westminster-CO-80020/13680126_zpid/,"Price cut: $24,900 (Aug 21) From 2023-08-24","5 bds3 ba3,940 sqft"
"860 W 132 Avenue Lot 265, Westminster, CO 80234","$139,000 ",https://www.zillow.com/homedetails/860-W-132nd-Ave-LOT-265-Westminster-CO-80234/58640326_zpid/,72 days on Zillow From 2023-08-24,"3 bds2 ba1,112 sqft"
"7921 Appleblossom Lane, Westminster, CO 80030","$585,000 ",https://www.zillow.com/homedetails/7921-Appleblossom-Ln-Westminster-CO-80030/12996498_zpid/,3D Tour From 2023-08-24,"4 bds2 ba2,000 sqft"
"11521 W 107th Place, Westminster, CO 80021","$531,000 ",https://www.zillow.com/homedetails/11521-W-107th-Pl-Westminster-CO-80021/13680854_zpid/,3D Tour From 2023-08-24,"3 bds2 ba1,395 sqft"
"12947 Vallejo Circle, Westminster, CO 80234","$650,000 ",https://www.zillow.com/homedetails/12947-Vallejo-Cir-Westminster-CO-80234/72298362_zpid/,3D Tour From 2023-08-24,"3 bds3 ba3,337 sqft"
"3355 W 111th Loop Unit B, Westminster, CO 80031","$649,900 ",https://www.zillow.com/homedetails/3355-W-111th-Loop-UNIT-B-Westminster-CO-80031/58651142_zpid/,3D Tour From 2023-08-24,"3 bds4 ba2,976 sqft"
"9212 Everett St, Westminster, CO 80021","$590,000 ",https://www.zillow.com/homedetails/9212-Everett-St-Westminster-CO-80021/13687670_zpid/,"Price cut: $10,000 (Aug 7) From 2023-08-24","3 bds3 ba1,473 sqft"
"9402 W 104th Way, Westminster, CO 80021","$544,000 ",https://www.zillow.com/homedetails/9402-W-104th-Way-Westminster-CO-80021/13684814_zpid/,"Price cut: $20,000 (Jul 27) From 2023-08-24","3 bds2 ba1,740 sqft"
"7307 Bradburn Boulevard Unit F, Westminster, CO 80030","$265,000 ",https://www.zillow.com/homedetails/7307-Bradburn-Blvd-APT-F-Westminster-CO-80030/12995786_zpid/,"Price cut: $10,000 (Aug 17) From 2023-08-24",2 bds1 ba756 sqft
"8220 Tennyson Street, Westminster, CO 80031","$499,000 ",https://www.zillow.com/homedetails/8220-Tennyson-St-Westminster-CO-80031/12993688_zpid/,78 days on Zillow From 2023-08-24,"4 bds2 ba2,100 sqft"
